code,country,frequency_of_observation,measure,unit_of_measure,financing_scheme,financing_scheme_rev,health_function,mode_of_provision,provider,health_care_provider,year,health_expenditure_as_percent_gdp,unit_mult
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,6.664,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,7.286,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,6.565,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,7.315,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,7.592,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,7.662,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,7.679,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,7.782,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,8.112,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,8.029,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,7.86,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,7.469,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,7.221,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,7.045,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,6.63,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,6.969,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,6.869,0
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,6.474,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,7.204,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,7.778,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,7.985,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,8.121,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,6.778,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,6.988,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,6.854,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,7.047,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,7.234,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,7.411,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,7.481,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,7.449,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,7.222,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,7.088,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,6.282,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,6.58,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,6.744,0
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,6.501,0
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,6.794,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,6.826,0
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,5.028,0
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,4.475,0
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,5.224,0
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,4.509,0
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,5.278,0
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,5.023,0
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,5.023,0
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,5.071,0
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,5.528,0
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,5.714,0
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,5.518,0
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,5.189,0
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,5.08,0
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,4.943,0
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,5.64,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,9.252,0
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,9.354,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,4.415,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,4.964,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,4.749,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,4.735,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,4.535,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,4.715,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,4.965,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,4.533,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,4.426,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,4.41,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,4.881,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,4.96,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,4.961,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,4.587,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,4.939,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,4.722,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,8.339,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,8.682,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,8.678,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,8.784,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,8.725,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,8.857,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,8.868,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,8.775,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,8.774,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,8.916,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,8.952,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,8.533,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,8.136,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,8.437,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,8.656,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,8.165,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,7.833,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,7.867,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,7.738,0
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.567,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,5.4,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,5.162,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,5.161,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,4.839,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,4.321,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,3.855,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,6.893,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,6.724,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,6.502,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,6.311,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,6.178,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,6.124,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,6.026,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,5.898,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,8.127,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,7.463,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,7.048,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,4.605,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,4.634,0
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,4.052,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,9.04,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,8.757,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,8.545,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,8.394,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,7.452,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.157,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,9.765,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,9.836,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,9.903,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,9.978,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,9.892,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,9.796,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,9.789,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,9.848,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,9.954,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,9.738,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,9.6,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,8.151,0
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,10.416,0
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,7.878,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,8.398,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,8.259,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,8.565,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,8.449,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.243,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,8.449,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,8.22,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,7.891,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,8.438,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,8.924,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,9.193,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,9.597,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,9.407,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,8.828,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,8.198,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,8.12,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,8.135,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,8.094,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,8.234,0
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,7.988,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,5.446,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,4.83,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,4.582,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,4.244,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,5.385,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,5.527,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,5.353,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,5.577,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,5.421,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,5.301,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,5.49,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,5.297,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,5.406,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,5.581,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,5.238,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,5.312,0
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,5.684,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,7.22,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,7.008,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,6.673,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,10.599,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,10.287,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,10.622,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,10.524,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,10.523,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,9.126,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,7.808,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,7.516,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,7.642,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,6.859,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,7.107,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,6.716,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,6.392,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,5.899,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,7.482,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,7.321,0
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,9.495,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,7.996,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,7.876,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.804,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,8.502,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,8.478,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,8.517,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,8.74,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,8.715,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,8.536,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,8.565,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,8.541,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,7.855,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,7.511,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,7.823,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,9.111,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,9.057,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,8.649,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,8.059,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.707,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,10.294,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,10.324,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,10.567,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,10.584,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,10.539,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,10.234,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,10.155,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,9.993,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,9.277,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,9.053,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,9.081,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,9.097,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,8.277,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,7.758,0
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,7.121,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,8.099,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,8.021,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,10.14,0
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,8.491,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,10.02,0
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,10.108,0
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,6.596,0
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,6.283,0
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,6.157,0
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,6.525,0
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,6.89,0
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,7.092,0
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,7.332,0
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,7.496,0
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,7.46,0
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,7.394,0
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,7.683,0
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,7.142,0
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,7.539,0
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,7.095,0
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,7.103,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,4.666,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,4.43,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,5.179,0
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,5.16,0
