country,frequency_of_observation,measure,unit_of_measure,health_care_provider,asset_type,price_base,year,obs_value,base_per,unit_multiplier,decimals
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Infrastructure,Not applicable,2009,2.225,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Infrastructure,Not applicable,2008,69.344,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Infrastructure,Not applicable,2007,59.184,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Infrastructure,Not applicable,2006,78.517,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Infrastructure,Not applicable,2005,21.692,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Infrastructure,Not applicable,2004,66.022,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Infrastructure,Not applicable,2003,82.947,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Infrastructure,Not applicable,2002,86.455,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Infrastructure,Not applicable,2001,47.724,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Infrastructure,Not applicable,2016,38.571,,Units,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2002,1.334,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2001,0.325,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2014,0.435,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2013,0.388,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2012,1.676,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2011,0.846,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2010,0.343,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2009,0.018,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2008,0.423,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2007,0.116,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2006,0.72,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2005,0.1,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2016,0.108,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2004,0.307,,Millions,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ancillary services,Infrastructure,Not applicable,2018,9.858,,Units,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2006,38.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2005,32.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2004,45.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2003,25.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2002,54.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2001,40.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2018,127.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2017,104.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2016,114.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2015,72.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2014,41.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2013,99.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2012,93.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2011,65.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2010,391.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2009,93.0,,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Infrastructure,Current prices,2008,87.0,,Millions,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2006,0.034,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2005,0.035,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2004,0.023,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2003,0.032,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2002,0.026,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2001,0.017,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2018,0.018,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2017,0.091,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2016,0.079,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2015,0.139,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2014,0.142,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2013,0.021,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2012,0.027,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2011,0.024,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2010,0.039,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2009,0.039,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2008,0.042,,Units,1
Greece,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2018,10.536,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2017,12.349,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2016,12.322,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2015,15.83,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2014,15.917,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2013,13.779,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2012,16.115,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2011,19.446,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2010,21.253,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2009,109.434,,Millions,1
Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2006,26.642,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2005,26.885,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2004,9.333,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2003,8.163,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2002,6.765,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2001,7.122,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2018,21.275,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2017,16.878,,Units,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Machinery and equipment,Current prices,2016,21917.258,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Machinery and equipment,Current prices,2015,14143.267,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Machinery and equipment,Current prices,2014,11607.144,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Machinery and equipment,Current prices,2013,11753.33,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Machinery and equipment,Current prices,2012,8192.113,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Machinery and equipment,Current prices,2011,9319.148,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Machinery and equipment,Current prices,2018,8682.705,,Millions,1
Latvia,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Machinery and equipment,Constant prices,2018,6.299,2015.0,Millions,1
Latvia,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Machinery and equipment,Constant prices,2017,5.125,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2006,0.003,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2005,0.001,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2004,0.001,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2003,0.001,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2002,0.001,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2001,0.001,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2018,0.001,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2017,0.004,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2016,0.006,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2015,0.006,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2014,0.006,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2013,0.001,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2012,0.002,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2011,0.002,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2010,0.003,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2009,0.004,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2008,0.002,,Units,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Machinery and equipment,Constant prices,2016,17849.843,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Machinery and equipment,Constant prices,2015,11178.107,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Machinery and equipment,Constant prices,2014,7228.013,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Machinery and equipment,Constant prices,2013,6674.667,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Machinery and equipment,Constant prices,2012,4285.338,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Machinery and equipment,Constant prices,2011,7888.309,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Machinery and equipment,Constant prices,2018,28991.15,2015.0,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2016,1379.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2015,1726.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2014,1106.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2013,1201.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2012,1032.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2011,1228.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2010,1530.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2009,1215.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2008,1030.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2018,1548.0,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2010,172.82,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2009,141.351,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2008,162.806,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2007,191.995,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2006,176.532,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2005,180.343,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2004,157.69,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2003,165.429,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2002,166.162,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2001,156.005,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2018,193.679,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2017,191.326,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2016,200.097,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2015,197.924,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2014,199.135,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2013,181.832,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2012,194.352,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Current prices,2014,29609.604,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Current prices,2013,26803.72,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Current prices,2012,14926.516,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Infrastructure,Current prices,2011,9176.588,,Millions,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2018,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2017,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2016,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2015,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2014,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2013,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2012,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2011,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2010,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2009,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2008,100.0,,Units,1
Malta,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Total,Not applicable,2018,100.0,,Units,1
Malta,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of preventive care,Total,Not applicable,2017,100.0,,Units,1
Malta,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Machinery and equipment,Not applicable,2018,0.029,,Units,1
Malta,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Constant prices,2018,19.052,2015.0,Millions,1
Malta,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Constant prices,2017,0.909,2015.0,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2002,0.031,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2001,0.057,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2014,0.059,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2013,0.051,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2012,0.066,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2011,0.022,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2010,0.068,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2009,0.15,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2008,0.028,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2007,0.007,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2006,0.049,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2005,0.054,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2016,0.024,,Millions,1
Finland,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Intellectual property products,Current prices,2004,0.023,,Millions,1
Portugal,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Retailers and other providers of medical goods,Intellectual property products,Not applicable,2018,6.911,,Units,1
Portugal,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Retailers and other providers of medical goods,Intellectual property products,Not applicable,2017,4.159,,Units,1
Portugal,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Retailers and other providers of medical goods,Intellectual property products,Not applicable,2016,5.053,,Units,1
Portugal,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2017,29.647,2015.0,Millions,1
Portugal,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2016,33.104,2015.0,Millions,1
Portugal,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Intellectual property products,Not applicable,2018,11.383,,Units,1
Portugal,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Intellectual property products,Not applicable,2017,11.606,,Units,1
Portugal,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Intellectual property products,Not applicable,2016,13.82,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Intellectual property products,Not applicable,2015,0.001,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Intellectual property products,Not applicable,2014,0.001,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Intellectual property products,Not applicable,2010,0.001,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Intellectual property products,Not applicable,2017,0.001,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2015,19.941,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2014,18.702,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2013,20.671,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2012,18.005,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2011,17.7,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2010,10.096,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2009,5.84,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2008,6.127,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2007,6.047,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2006,6.399,,Units,1
United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2005,6.992,,Units,1
Canada,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2009,877.773,2015.0,Millions,1
Canada,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2008,862.788,2015.0,Millions,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2018,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2017,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2012,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2011,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2010,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2009,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2008,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2007,100.0,,Units,1
Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2006,100.0,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2013,100.0,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2012,100.0,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2011,100.0,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2010,100.0,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2005,100.0,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2004,100.0,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2003,100.0,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2018,100.0,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2016,100.0,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2009,100.0,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2008,100.0,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2007,100.0,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2006,100.0,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2015,100.0,,Units,1
