country,year,set_healtchare_capita_outcomes,base_period
Iceland,2002,55.344,2015.0
Iceland,2001,53.914,2015.0
Portugal,2018,100.0,
Portugal,2017,100.0,
Portugal,2016,100.0,
Slovenia,2010,4.634,
Slovenia,2009,7.867,
Slovenia,2008,5.951,
Slovenia,2007,2.296,
Slovenia,2006,3.084,
Slovenia,2005,4.366,
Slovenia,2004,2.465,
Slovenia,2003,4.262,
Slovenia,2013,2.828,
Greece,2018,0.188,
Greece,2017,0.133,
Greece,2016,0.101,
Greece,2015,0.109,
Greece,2014,0.098,
Greece,2013,0.129,
Greece,2012,0.1,
Greece,2011,0.121,
Greece,2010,0.123,
Greece,2009,0.191,
France,2003,100.0,
France,2005,100.0,
Israel,2013,36.952,
Israel,2012,35.522,
Israel,2011,34.776,
Israel,2010,36.166,
Israel,2009,26.316,
Israel,2008,32.702,
Israel,2018,42.763,
Israel,2017,43.568,
Israel,2016,39.602,
Israel,2015,45.825,
Israel,2014,1104.251,2015.0
Israel,2013,1206.249,2015.0
Israel,2012,1058.341,2015.0
Israel,2011,1288.572,2015.0
Israel,2010,1656.323,2015.0
Israel,2009,1353.871,2015.0
Israel,2008,1174.756,2015.0
Israel,2018,1531.822,2015.0
Israel,2017,1580.709,2015.0
Israel,2016,1385.539,2015.0
Israel,2015,0.147,
Israel,2014,0.098,
Israel,2013,0.112,
Israel,2012,0.102,
Israel,2011,0.128,
Israel,2010,0.171,
Israel,2009,0.145,
Israel,2008,0.13,
Israel,2018,0.115,
Israel,2017,0.123,
Costa Rica,2018,0.14,
Costa Rica,2017,0.158,
Costa Rica,2016,0.147,
Costa Rica,2015,0.093,
Costa Rica,2014,0.076,
Costa Rica,2013,0.08,
Costa Rica,2012,0.059,
Costa Rica,2011,0.089,
Portugal,2018,0.433,
Portugal,2017,0.415,
Portugal,2016,0.407,
Latvia,2018,0.557,
Latvia,2017,0.082,
Portugal,2016,0.028,
Portugal,2018,0.024,
Sweden,2006,44.379,2015.0
Sweden,2005,37.952,2015.0
Sweden,2004,54.068,2015.0
Sweden,2003,30.345,2015.0
Sweden,2002,67.432,2015.0
Sweden,2001,51.224,2015.0
Sweden,2018,118.886,2015.0
Sweden,2017,100.214,2015.0
Sweden,2016,112.374,2015.0
Sweden,2015,72.0,2015.0
Sweden,2014,41.665,2015.0
Sweden,2013,102.255,2015.0
Sweden,2012,97.251,2015.0
Sweden,2011,68.776,2015.0
Sweden,2010,421.381,2015.0
Sweden,2009,101.6,2015.0
Sweden,2008,96.566,2015.0
Latvia,2018,21.255,
Latvia,2017,59.559,
Latvia,2018,20.571,2015.0
Latvia,2017,24.533,2015.0
Latvia,2018,0.076,
Latvia,2017,0.095,
Israel,2018,4.0,
Israel,2016,5.0,
Israel,2015,5.0,
Israel,2014,5.0,
Israel,2013,6.0,
Latvia,2018,6.799,
Sweden,2006,266.0,
Sweden,2005,240.0,
Sweden,2004,219.0,
Sweden,2003,183.0,
Sweden,2002,244.0,
Sweden,2001,251.0,
Sweden,2018,361.0,
Sweden,2017,388.0,
Sweden,2016,537.0,
Sweden,2015,371.0,
Sweden,2014,382.0,
Sweden,2013,451.0,
Sweden,2012,413.0,
Sweden,2011,740.0,
Sweden,2010,528.0,
Sweden,2009,135.0,
Sweden,2008,155.0,
Costa Rica,2015,100.0,
Costa Rica,2014,100.0,
Costa Rica,2013,100.0,
Costa Rica,2012,100.0,
Costa Rica,2011,100.0,
Costa Rica,2018,66.324,
Costa Rica,2017,53.296,
Portugal,2018,60.363,
Portugal,2017,63.182,
Portugal,2016,59.54,
Finland,2006,0.017,
Finland,2005,0.015,
Finland,2004,0.015,
Finland,2003,0.013,
Finland,2002,0.017,
Finland,2001,0.016,
Finland,2018,0.004,
Finland,2017,0.003,
Finland,2016,0.011,
Finland,2015,0.01,
Finland,2014,0.01,
Finland,2013,0.01,
Finland,2012,0.013,
Finland,2011,0.011,
Finland,2010,0.013,
Finland,2009,0.012,
Finland,2008,0.016,
Canada,2006,325.72,2015.0
Canada,2018,347.878,2015.0
Canada,2016,393.416,2015.0
Canada,2015,300.025,2015.0
Canada,2014,273.182,2015.0
Canada,2013,243.498,2015.0
Canada,2012,284.774,2015.0
Canada,2011,300.381,2015.0
Canada,2010,312.614,2015.0
Canada,2009,343.547,2015.0
Canada,2008,152.906,2015.0
Canada,2006,0.019,
Canada,2018,0.016,
Canada,2016,0.02,
Canada,2015,0.015,
Canada,2014,0.014,
Canada,2013,0.012,
Canada,2012,0.015,
Canada,2011,0.016,
Canada,2010,0.017,
Canada,2009,0.02,
Canada,2008,0.008,
Finland,2018,1055.977,2015.0
Finland,2017,1091.641,2015.0
Finland,2016,836.052,2015.0
Finland,2015,820.405,2015.0
Finland,2014,825.425,2015.0
Finland,2009,795.254,2015.0
Finland,2008,745.839,2015.0
Finland,2007,727.337,2015.0
Finland,2006,739.486,2015.0
Finland,2005,614.686,2015.0
Finland,2004,563.633,2015.0
Finland,2003,581.276,2015.0
Finland,2002,587.652,2015.0
Finland,2001,490.734,2015.0
Finland,2013,863.648,2015.0
Finland,2012,847.96,2015.0
Finland,2011,692.546,2015.0
Finland,2010,734.246,2015.0
Malta,2018,5.819,2015.0
Malta,2017,4.644,2015.0
Brazil,2018,23560.141,
Brazil,2017,16695.159,
Brazil,2016,19887.385,
Brazil,2015,17360.268,
Sweden,2009,24.873,
Sweden,2008,20.175,
Sweden,2007,19.388,
Sweden,2006,20.513,
Sweden,2005,20.29,
Sweden,2004,19.355,
Sweden,2018,29.612,
Sweden,2017,31.15,
Sweden,2016,26.584,
Sweden,2015,1.261,
Sweden,2014,23.689,
Sweden,2013,24.29,
Sweden,2012,25.822,
Sweden,2003,20.446,
Sweden,2002,21.777,
Sweden,2001,21.448,
Sweden,2011,19.961,
Israel,2011,5.0,
Israel,2010,4.0,
Israel,2009,7.0,
Israel,2008,5.0,
Czechia,2008,5512.929,
Sweden,2017,100.0,
Sweden,2016,100.0,
Sweden,2015,100.0,
Sweden,2014,100.0,
Sweden,2013,100.0,
Sweden,2012,100.0,
Sweden,2011,100.0,
Sweden,2010,100.0,
Sweden,2009,100.0,
Sweden,2008,100.0,
Sweden,2007,100.0,
Sweden,2006,100.0,
Sweden,2005,100.0,
Sweden,2004,100.0,
Sweden,2003,100.0,
Sweden,2002,100.0,
Sweden,2001,100.0,
Sweden,2018,100.0,
Luxembourg,2007,232.416,2015.0
Luxembourg,2006,427.709,2015.0
Luxembourg,2005,302.293,2015.0
Luxembourg,2004,251.901,2015.0
Luxembourg,2003,200.375,2015.0
Luxembourg,2002,391.624,2015.0
Luxembourg,2001,201.185,2015.0
Luxembourg,2010,193.505,2015.0
Luxembourg,2009,175.136,2015.0
Luxembourg,2008,280.196,2015.0
Costa Rica,2011,0.089,
Israel,2014,0.001,
Israel,2013,0.001,
Israel,2012,0.001,
Israel,2011,0.001,
Israel,2010,0.001,
Israel,2009,0.001,
Israel,2008,0.001,
Israel,2018,0.001,
Sweden,2008,31.0,
Sweden,2007,18.0,
Sweden,2006,20.0,
Sweden,2005,27.0,
Sweden,2004,57.0,
Sweden,2003,42.0,
Sweden,2002,28.0,
Sweden,2001,28.0,
Sweden,2018,82.0,
Sweden,2017,54.0,
Sweden,2016,40.0,
Sweden,2015,44.0,
Sweden,2014,40.0,
Sweden,2013,44.0,
Sweden,2012,38.0,
Sweden,2011,39.0,
Sweden,2010,160.0,
Sweden,2009,55.0,
Spain,2006,4.335,
Spain,2005,2.718,
Spain,2004,2.37,
Spain,2003,2.273,
Spain,2018,3.194,
Spain,2017,2.801,
Spain,2016,3.023,
Spain,2015,2.386,
Spain,2014,0.899,
Spain,2013,4.355,
Spain,2012,1.127,
Spain,2011,1.748,
Spain,2010,8.349,
Spain,2009,10.433,
Spain,2008,2.901,
Iceland,2018,342.357,2015.0
Iceland,2017,307.825,2015.0
Iceland,2016,167.925,2015.0
Iceland,2015,186.602,2015.0
Iceland,2014,91.985,2015.0
Iceland,2013,92.15,2015.0
Iceland,2012,70.418,2015.0
Iceland,2011,192.167,2015.0
Iceland,2010,133.108,2015.0
Iceland,2009,108.568,2015.0
Iceland,2008,89.797,2015.0
Iceland,2007,90.113,2015.0
Iceland,2006,159.185,2015.0
Iceland,2005,238.679,2015.0
Iceland,2004,86.46,2015.0
Iceland,2003,138.602,2015.0
Iceland,2002,133.21,2015.0
Iceland,2001,224.71,2015.0
France,2003,1736.8,
France,2005,1763.2,
Portugal,2018,100.0,
Portugal,2017,100.0,
Portugal,2016,100.0,
Slovak Republic,2005,62.328,
Slovak Republic,2007,6.715,
Czechia,2006,5772.684,
Czechia,2005,6350.707,
Czechia,2004,6157.473,
Czechia,2003,6526.565,
Czechia,2018,4596.077,
Czechia,2017,3387.827,
Czechia,2016,3813.91,
Czechia,2015,3896.267,
Czechia,2014,2913.846,
Czechia,2013,2928.608,
Czechia,2012,3848.27,
Czechia,2011,4771.741,
Czechia,2010,6679.69,
Czechia,2009,6884.018,
Spain,2017,100.0,
Portugal,2016,18.702,
Australia,2016,295.363,2015.0
Latvia,2006,0.004,
Finland,2016,0.28,2015.0
Finland,2006,0.001,
Costa Rica,2016,100.0,
Czechia,2008,507.648,2015.0
Spain,2009,0.041,
Czechia,2017,100.0,
Slovenia,2005,4.999,
Luxembourg,2006,100.0,
Greece,2017,22.694,2015.0
Czechia,2007,0.175,
Israel,2003,1883.305,2015.0
Costa Rica,2017,0.254,
Korea,2009,1975523.407,2015.0
Korea,2008,2322147.908,2015.0
Korea,2007,2437332.115,2015.0
Korea,2006,1789182.07,2015.0
Korea,2005,1484614.541,2015.0
Korea,2004,1531784.245,2015.0
Korea,2003,1512468.193,2015.0
Korea,2002,1434209.074,2015.0
Korea,2001,1161197.23,2015.0
Korea,2018,3441746.394,2015.0
Korea,2017,2745734.24,2015.0
Korea,2016,2248195.94,2015.0
Korea,2015,2522088.0,2015.0
Korea,2014,2125896.025,2015.0
Korea,2013,2249594.794,2015.0
Korea,2012,2112694.916,2015.0
Korea,2011,1888939.0,2015.0
Korea,2010,2281764.165,2015.0
Luxembourg,2005,100.0,
Luxembourg,2004,100.0,
Luxembourg,2003,100.0,
Luxembourg,2002,100.0,
Luxembourg,2001,100.0,
Luxembourg,2007,100.0,
Costa Rica,2016,47609.27,2015.0
Costa Rica,2015,47376.224,2015.0
Costa Rica,2014,44041.835,2015.0
Costa Rica,2013,43233.896,2015.0
Costa Rica,2012,26454.077,2015.0
Costa Rica,2011,22299.116,2015.0
Costa Rica,2018,32508.699,2015.0
Costa Rica,2017,0.128,
Costa Rica,2016,0.15,
Costa Rica,2015,0.157,
Costa Rica,2014,0.155,
Costa Rica,2013,0.159,
Costa Rica,2012,0.1,
Latvia,2017,0.006,
Finland,2007,0.021,
Canada,2007,60.286,2015.0
Canada,2007,0.003,
Latvia,2017,6.402,
Sweden,2007,8823.788,2015.0
Costa Rica,2017,48.036,
Israel,2017,712.869,2015.0
Israel,2015,0.037,
Costa Rica,2017,0.007,
Slovak Republic,2008,100.0,
Lithuania,2004,31.04,2015.0
Sweden,2008,306.348,2015.0
Slovenia,2011,100.0,
Latvia,2017,0.276,2015.0
Israel,2013,8.0,
Costa Rica,2017,1517.226,
Iceland,2007,55.412,
Iceland,2006,0.006,
Israel,2015,100.0,
Costa Rica,2017,100.0,
Czechia,2015,3896.267,2015.0
Canada,2007,7075.642,
Malta,2017,0.012,
Malta,2017,2.623,
Cyprus,2018,0.231,
Latvia,2018,100.0,
Chile,2013,0.001,
Chile,2013,4205.954,
Chile,2013,132.221,
Chile,2013,195694.781,2015.0
Slovak Republic,2007,100.0,
Chile,2013,1872.335,2015.0
Sweden,2007,100.0,
Portugal,2016,33.48,
Sweden,2007,17.053,
Sweden,2014,0.023,
Costa Rica,2017,19575.441,2015.0
Sweden,2008,11.842,
Costa Rica,2018,0.002,
Canada,2008,6044.747,2015.0
Canada,2007,0.396,
Portugal,2016,100.0,
Slovak Republic,2012,32.25,
Slovenia,2011,2.871,2015.0
Lithuania,2004,0.009,
Latvia,2017,5.348,
Slovak Republic,2005,6.375,2015.0
Canada,2012,0.083,
Slovak Republic,2006,0.067,
United States,2012,100.0,
Ireland,2011,766.803,2015.0
Latvia,2017,0.387,
Portugal,2016,0.001,
Latvia,2017,1.509,2015.0
Costa Rica,2015,87.485,
Finland,2007,47.599,2015.0
Portugal,2016,758.381,
Costa Rica,2017,2266.069,2015.0
Sweden,2008,1113.285,2015.0
United States,2009,0.329,
Portugal,2018,43.234,
Sweden,2008,0.001,
Finland,2015,95.227,
Finland,2007,220.637,
Canada,2007,5036.614,2015.0
United Kingdom,2008,83.892,
Sweden,2002,3681.0,
Greece,2010,32.895,2015.0
Lithuania,2004,0.002,
Czechia,2017,277.514,2015.0
Czechia,2017,0.006,
Slovenia,2003,4.888,
Sweden,2012,0.006,
Australia,2016,85.0,
Slovak Republic,2005,100.0,
Portugal,2016,108.747,2015.0
Portugal,2016,0.059,
Israel,2015,976.0,
Portugal,2018,100.0,
Finland,2018,87.909,2015.0
Sweden,2018,5150.0,
Greece,2017,0.013,
Iceland,2007,100.0,
United Kingdom,2009,100.0,
Sweden,2015,23664.0,
Malta,2017,0.024,
Malta,2017,2.786,2015.0
Chile,2013,886.139,2015.0
Chile,2013,4.504,
Brazil,2017,0.254,
Malta,2017,38.133,
Portugal,2016,336.082,
Sweden,2013,1002.929,2015.0
Latvia,2017,0.009,
Finland,2007,0.026,
Denmark,2018,0.035,
Finland,2007,28.691,
Canada,2007,458.716,2015.0
Canada,2007,0.026,
Greece,2017,223.167,2015.0
Korea,2003,48.101,
Israel,2013,25.0,
Costa Rica,2016,37.637,
Canada,2007,192.592,
Latvia,2018,2.567,2015.0
Finland,2008,95.144,2015.0
Canada,2007,62.478,
United Kingdom,2002,0.224,
Slovenia,2007,100.0,
Sweden,2008,100.0,
Sweden,2007,20.579,2015.0
Sweden,2007,0.001,
Slovak Republic,2005,0.01,
Slovenia,2010,38.407,2015.0
Slovenia,2007,0.126,
Lithuania,2004,0.005,
Finland,2002,40.584,
Australia,2016,100.0,
Chile,2013,38.538,
Chile,2013,56021.275,
Chile,2013,100.0,
Slovak Republic,2006,44.557,2015.0
Chile,2002,100.0,
Malta,2017,0.075,
Brazil,2018,20068.124,2015.0
Finland,2003,3.873,
Canada,2007,0.168,
Latvia,2017,46.066,
Portugal,2016,9.995,2015.0
Costa Rica,2013,63.65,2015.0
Sweden,2007,69.74,2015.0
Greece,2009,33.31,2015.0
Greece,2017,5.263,
Israel,2015,0.156,
Latvia,2007,100.0,
Slovak Republic,2012,100.0,
Spain,2012,164.232,2015.0
Luxembourg,2004,0.009,
Finland,2007,0.075,
Finland,2004,100.0,
Czechia,2015,88.235,
Australia,2016,18.832,2015.0
Slovenia,2007,84.018,2015.0
Slovenia,2009,0.432,
Chile,2001,82113.406,2015.0
Mexico,2015,14232.223,
Hungary,2014,100.0,
Chile,2013,300.115,2015.0
Latvia,2017,0.111,
Costa Rica,2016,0.736,
Canada,2007,36.756,
Latvia,2017,0.144,
Canada,2007,63.244,
Costa Rica,2017,29.265,
Slovak Republic,2008,0.324,
Lithuania,2004,100.0,
Latvia,2017,0.449,2015.0
Latvia,2017,0.002,
Spain,2009,0.001,
Czechia,2007,100.0,
Sweden,2007,3794.526,2015.0
Sweden,2013,0.096,
Australia,2016,0.044,
Latvia,2009,1.465,
Sweden,2007,100.0,
Luxembourg,2004,76.658,2015.0
Israel,2015,2575.0,2015.0
Israel,2015,0.219,
Iceland,2006,2024.119,
Malta,2017,100.0,
Chile,2013,810.18,
Chile,2013,55.623,
Chile,2013,199521.09,2015.0
Chile,2013,4551.983,
Malta,2017,21.806,
Portugal,2018,69.953,
Portugal,2016,2.385,2015.0
Sweden,2003,0.048,
Costa Rica,2017,46.45,
Costa Rica,2017,212.423,2015.0
Sweden,2008,172.043,2015.0
Sweden,2008,64.791,
Israel,2014,0.046,
Finland,2010,124.475,
Canada,2012,2054.171,2015.0
Sweden,2010,0.01,
Costa Rica,2016,0.001,
Latvia,2017,6.135,2015.0
Portugal,2016,12.086,
Costa Rica,2017,26120.33,
United States,2003,0.373,
Canada,2007,103.733,2015.0
Portugal,2016,0.005,
Israel,2012,1.0,
Finland,2013,0.396,2015.0
Sweden,2015,99.0,
Sweden,2013,901.0,
Costa Rica,2017,12.227,
Canada,2007,4420.743,
Costa Rica,2017,0.088,
Australia,2015,1168.93,2015.0
Slovenia,2011,0.016,
Sweden,2017,100.0,
Latvia,2017,100.0,
Czechia,2008,0.782,
Australia,2016,84.248,2015.0
Luxembourg,2005,1.957,
Luxembourg,2004,3.082,2015.0
Sweden,2013,0.352,
Chile,2013,18.274,
Chile,2013,0.127,
Latvia,2018,6.166,2015.0
Latvia,2018,0.023,
Slovak Republic,2007,100.0,
Chile,2013,267.238,
Malta,2017,8.928,
Latvia,2018,0.071,2015.0
Finland,2018,1.894,
Latvia,2017,3.56,
Ireland,2018,10.671,
Portugal,2017,64.404,
Latvia,2017,37.347,2015.0
Canada,2007,0.217,
Portugal,2016,0.086,2015.0
Israel,2015,1395.0,2015.0
Sweden,2007,2834.0,
Finland,2007,396.636,
Slovak Republic,2012,211.456,2015.0
Latvia,2017,100.0,
Israel,2013,100.0,
Costa Rica,2016,115.93,2015.0
Canada,2007,595.217,
Luxembourg,2009,0.195,
Chile,2013,59553.596,2015.0
Chile,2013,0.039,
Chile,2013,762.003,
Chile,2013,0.129,
Brazil,2016,100.0,
Malta,2017,0.286,
Portugal,2016,0.3,
Costa Rica,2017,0.001,
Sweden,2009,2277.0,
Greece,2017,94.737,
Sweden,2007,7718.0,
Korea,2008,2222151.781,2015.0
Greece,2017,241.839,2015.0
Portugal,2016,10.896,2015.0
Portugal,2017,22.995,
Finland,2007,0.056,
Canada,2007,1536.596,
Finland,2007,65.68,
Portugal,2016,0.249,
Iceland,2007,0.011,
Australia,2016,100.0,
Australia,2016,185.345,2015.0
Lithuania,2004,0.01,
Costa Rica,2018,73.402,2015.0
Sweden,2009,0.047,
Luxembourg,2004,88.883,
Greece,2017,100.0,
Canada,2007,8061.377,2015.0
Spain,2004,0.237,
Slovak Republic,2004,345.672,2015.0
Chile,2013,1007.819,
Chile,2013,155218.693,2015.0
Chile,2013,194318.773,
Chile,2013,47.227,
Malta,2017,4.755,
Malta,2017,21.296,2015.0
Sweden,2001,77.0,
Finland,2007,0.004,
Costa Rica,2013,0.062,
Costa Rica,2017,0.008,
Greece,2017,18.6,
Sweden,2007,0.122,
Canada,2007,37.522,
Finland,2007,159.41,
Denmark,2018,6193.377,2015.0
Costa Rica,2017,20243.593,2015.0
Latvia,2017,15.234,
Canada,2007,219.422,2015.0
Greece,2012,0.009,
Spain,2004,216.611,
Slovenia,2011,100.0,
Latvia,2012,9.913,2015.0
Finland,2017,100.0,
Czechia,2017,93.602,
Slovenia,2003,100.0,
Latvia,2017,2.112,2015.0
Luxembourg,2004,60.683,
Spain,2017,1059.229,2015.0
Australia,2016,7381.429,
United Kingdom,2016,5553.026,2015.0
Chile,2013,526.12,2015.0
Chile,2013,0.002,
Slovak Republic,2007,0.001,
Lithuania,2005,0.001,
Sweden,2007,45.249,
Portugal,2016,0.002,
Portugal,2017,28.013,
Latvia,2018,100.0,
Mexico,2003,0.029,
Costa Rica,2017,100.0,
Spain,2004,0.001,
Slovenia,2013,2.806,2015.0
Slovenia,2007,100.0,
Israel,2015,0.083,
Canada,2007,100.0,
Australia,2016,100.0,
Australia,2016,779.0,
France,2004,5970.101,2015.0
Lithuania,2004,30.965,
Mexico,2008,0.122,
Malta,2018,0.079,
Malta,2017,2.853,
Slovak Republic,2007,18.889,
Costa Rica,2017,0.007,
Latvia,2017,2.233,2015.0
Sweden,2007,13.019,
Finland,2007,57.632,2015.0
Portugal,2018,0.164,2015.0
Costa Rica,2016,115.93,2015.0
Sweden,2007,0.015,
Costa Rica,2017,70.18,
Canada,2016,28.841,
Portugal,2017,171.603,
Sweden,2018,0.017,
Finland,2008,125.76,
Latvia,2018,2.771,
Greece,2017,17.721,
Finland,2017,205.331,
Canada,2007,1750.665,2015.0
Latvia,2018,34.886,
Portugal,2016,0.209,
Portugal,2018,100.0,
Latvia,2017,5.125,2015.0
Sweden,2007,100.0,
Australia,2016,187.0,
France,2004,1995.479,2015.0
Slovenia,2011,100.0,
Czechia,2007,8865.269,2015.0
Chile,2013,0.002,
Chile,2013,0.142,
Chile,2013,1.007,
Slovak Republic,2007,0.617,
Slovak Republic,2007,0.03,
Sweden,2003,0.001,
Sweden,2006,0.003,
Sweden,2002,1677.051,2015.0
United Kingdom,2009,9.873,
Costa Rica,2017,5434.221,2015.0
Sweden,2006,0.068,
Sweden,2018,0.019,
Finland,2007,0.068,
Finland,2014,24.125,
Portugal,2017,0.299,
Canada,2007,32.357,
Portugal,2016,27.744,2015.0
Canada,2008,90.057,
Australia,2016,0.017,
Sweden,2013,634.0,
Canada,2007,678.138,2015.0
Canada,2014,100.0,
Australia,2016,19.0,
Latvia,2017,100.0,
Chile,2001,46945.313,
Czechia,2007,100.0,
Malta,2017,0.075,
Chile,2013,1131.807,2015.0
Chile,2013,20.522,2015.0
Finland,2003,0.047,
Portugal,2018,51.265,2015.0
Finland,2016,0.001,
United Kingdom,2016,19.424,
Costa Rica,2017,20440.774,
Finland,2007,0.002,
Costa Rica,2017,25014.561,2015.0
Israel,2017,1581.0,
Finland,2011,166.569,2015.0
Costa Rica,2015,31442.675,
Finland,2014,67.969,
Finland,2003,1.469,
Sweden,2007,74.0,
Finland,2007,0.038,
Sweden,2007,31.344,
Lithuania,2004,0.355,
Costa Rica,2018,34847.841,
Spain,2011,210.222,2015.0
Iceland,2008,100.0,
Australia,2016,138.761,2015.0
Australia,2016,100.0,
Sweden,2012,592.0,
Slovenia,2011,40.736,
Luxembourg,2004,2.44,
Portugal,2016,42.079,2015.0
Greece,2015,100.0,
Costa Rica,2017,28677.479,2015.0
Portugal,2016,100.0,
Iceland,2007,0.195,
Slovak Republic,2009,100.0,
Malta,2018,61.952,
Latvia,2018,6.166,2015.0
Chile,2013,0.001,
Chile,2013,2038.468,2015.0
Sweden,2007,0.004,
Sweden,2011,13.0,
Portugal,2016,64.748,2015.0
Canada,2007,67.643,
Portugal,2017,14.528,2015.0
Canada,2007,320.888,
Latvia,2017,17.069,
Portugal,2016,48.589,
Mexico,2011,0.043,
Sweden,2007,52.941,
Finland,2002,0.233,2015.0
Latvia,2017,0.038,
Canada,2007,2654.899,
Ireland,2017,663.56,2015.0
Finland,2008,0.136,
Denmark,2018,6413.718,2015.0
Portugal,2016,0.01,
Lithuania,2005,1.877,
Australia,2016,140.0,
Luxembourg,2004,100.0,
Latvia,2011,10.792,
Sweden,2002,2760.0,
Iceland,2012,0.003,
Finland,2007,141.134,
Slovenia,2005,0.017,
Lithuania,2004,100.0,
Lithuania,2003,60.854,2015.0
Korea,2006,100.0,
Malta,2017,2.853,
Sweden,2012,0.004,
Portugal,2016,95.453,
United Kingdom,2007,580.069,2015.0
Finland,2002,0.178,
Sweden,2007,55.637,
Portugal,2017,144.284,2015.0
Costa Rica,2017,3506.401,2015.0
Sweden,2007,0.085,
Portugal,2016,25.106,
Finland,2007,477.712,2015.0
Spain,2004,0.002,
Slovak Republic,2012,208.605,
Luxembourg,2002,0.35,2015.0
Australia,2016,100.0,
Czechia,2017,0.002,
Czechia,2012,0.001,
Canada,2007,2116.257,2015.0
Slovenia,2007,74.327,
Greece,2017,234.649,
Canada,2007,100.0,
Korea,2007,4556412.611,2015.0
Malta,2017,73.92,
Chile,2013,43.471,
Chile,2013,55.522,
Chile,2013,0.001,
Slovak Republic,2007,0.011,
Costa Rica,2014,0.051,
Finland,2007,7.924,
Israel,2012,0.001,
Israel,2014,58.961,
Israel,2013,59.993,
Israel,2012,59.514,
Israel,2011,58.625,
Israel,2010,50.977,
Israel,2009,63.645,
Israel,2008,58.601,
Israel,2018,52.588,
Israel,2017,56.217,
Israel,2016,56.662,
Luxembourg,2006,100.0,
Costa Rica,2017,42142.872,2015.0
Costa Rica,2018,0.097,
Israel,2015,0.001,
Spain,2007,4.116,
France,2004,1759.2,
Slovak Republic,2006,37.652,
Czechia,2007,6752.029,
Chile,2013,267.238,
Chile,2013,51.655,
Chile,2013,61.462,
Chile,2013,177663.822,
Sweden,2010,23.785,
Israel,2012,11.0,
Latvia,2017,5.348,
Sweden,2007,413.0,
Costa Rica,2016,100.0,
Finland,2007,0.015,
Canada,2007,365.592,2015.0
Canada,2007,0.02,
Israel,2014,34.671,
Israel,2015,1726.0,2015.0
Israel,2016,0.112,
Portugal,2017,0.026,
Sweden,2007,84.602,2015.0
Portugal,2018,19.17,
Spain,2011,49.26,
Iceland,2007,100.0,
Slovenia,2011,3.401,
France,2004,100.0,
Australia,2001,100.0,
Slovenia,2002,100.0,
Chile,2013,909.853,2015.0
Chile,2013,0.003,
Chile,2013,100.0,
Chile,2013,5111.995,2015.0
Chile,2013,0.041,
Malta,2017,2.786,2015.0
Costa Rica,2012,0.021,
Costa Rica,2018,0.393,2015.0
Portugal,2016,80.132,2015.0
Portugal,2016,2.412,
Sweden,2007,1806.0,
Mexico,2017,0.788,
Portugal,2017,0.038,
Portugal,2016,0.043,
Sweden,2006,134.305,2015.0
Sweden,2005,141.134,2015.0
Sweden,2004,118.95,2015.0
Sweden,2003,103.173,2015.0
Sweden,2002,121.127,2015.0
Sweden,2001,138.306,2015.0
Sweden,2018,178.798,2015.0
Sweden,2017,170.556,2015.0
Sweden,2016,155.746,2015.0
Sweden,2015,146.0,2015.0
Sweden,2014,134.14,2015.0
Sweden,2013,133.242,2015.0
Sweden,2012,140.125,2015.0
Sweden,2011,151.308,2015.0
Sweden,2010,133.635,2015.0
Sweden,2009,131.097,2015.0
Sweden,2008,138.744,2015.0
Costa Rica,2016,0.001,
Finland,2006,50.89,
Finland,2005,29.139,
Finland,2004,23.701,
Finland,2003,23.714,
Finland,2002,22.506,
Finland,2001,21.566,
Finland,2018,41.202,
Finland,2017,34.02,
Finland,2016,35.588,
Finland,2015,33.849,
Finland,2014,33.849,
Finland,2013,54.584,
Finland,2012,57.455,
Finland,2011,34.973,
Finland,2010,43.208,
Finland,2009,43.284,
Finland,2008,29.923,
Portugal,2018,0.172,
Portugal,2017,0.158,
Greece,2016,164.496,
Greece,2015,176.659,
Greece,2014,158.069,
Greece,2013,217.465,
Greece,2012,173.188,
Greece,2011,227.404,
Greece,2010,254.136,
Greece,2009,343.754,
Greece,2018,327.3,
Costa Rica,2017,52093.67,2015.0
Costa Rica,2016,46406.142,2015.0
Costa Rica,2015,28059.255,2015.0
Costa Rica,2014,21535.106,2015.0
Costa Rica,2013,21820.25,2015.0
Costa Rica,2012,15503.733,2015.0
Costa Rica,2011,22204.657,2015.0
Mexico,2018,11154.18,
Mexico,2017,9991.147,
Mexico,2016,6102.057,
Mexico,2015,4130.227,
Mexico,2014,4056.104,
Mexico,2013,5966.337,
Mexico,2012,6145.308,
Mexico,2011,6590.544,
Mexico,2010,10521.82,
Mexico,2009,10095.62,
Mexico,2008,7472.96,
Mexico,2007,4494.68,
Mexico,2006,4236.34,
Mexico,2005,5243.54,
Mexico,2004,3398.96,
Mexico,2003,3447.35,
Portugal,2018,47.032,2015.0
Portugal,2017,49.438,2015.0
Portugal,2016,51.187,2015.0
Austria,2018,0.746,
Austria,2017,0.764,
Austria,2016,0.725,
Austria,2015,0.781,
Austria,2014,0.753,
Austria,2013,0.733,
Austria,2012,0.762,
Austria,2011,0.696,
Austria,2010,0.694,
Malta,2018,6.092,
Malta,2018,6.569,
Malta,2017,5.105,
Malta,2018,18.92,
Malta,2017,21.806,
Malta,2018,8.418,
Malta,2017,7.776,
Malta,2018,0.849,2015.0
Portugal,2018,0.268,
Portugal,2017,0.196,
